Id,UserId,Name,Date,Class,TagBased
424780,437,Beta,9/16/08 0:00,2,FALSE
488297,437,Necromancer,10/8/09 15:17,2,FALSE
497139,437,Nice Question,10/15/09 19:32,3,FALSE
504122,437,Popular Question,10/21/09 18:22,3,FALSE
529304,437,Notable Question,11/10/09 0:47,2,FALSE
530443,437,Popular Question,11/10/09 16:52,3,FALSE
542712,437,Nice Answer,11/19/09 0:07,3,FALSE
589406,437,Popular Question,12/21/09 13:52,3,FALSE
647013,437,Popular Question,2/1/10 5:47,3,FALSE
684677,437,Nice Question,2/24/10 16:57,3,FALSE
691947,437,Famous Question,3/1/10 15:12,1,FALSE
722548,437,Nice Answer,3/19/10 20:37,3,FALSE
736302,437,Popular Question,3/29/10 9:37,3,FALSE
741973,437,Nice Question,4/1/10 10:32,3,FALSE
748547,437,Popular Question,4/6/10 15:02,3,FALSE
768111,437,Popular Question,4/19/10 3:32,3,FALSE
832530,437,Popular Question,5/26/10 15:27,3,FALSE
861183,437,Nice Answer,6/11/10 23:47,3,FALSE
861452,437,Enlightened,6/12/10 6:17,2,FALSE
879000,437,Nice Answer,6/22/10 17:42,3,FALSE
888811,437,Good Question,6/28/10 14:02,2,FALSE
902471,437,Popular Question,7/6/10 14:07,3,FALSE
5609620,437,Notable Question,2/24/13 11:15,2,FALSE
5681018,437,Good Answer,3/2/13 19:16,2,FALSE
5835545,437,Good Answer,3/14/13 19:04,2,FALSE
5988330,437,Nice Answer,3/30/13 20:08,3,FALSE
5995682,437,Nice Answer,4/1/13 4:35,3,FALSE
5995708,437,Enlightened,4/1/13 4:40,2,FALSE
6112599,437,Famous Question,4/12/13 13:00,1,FALSE
6119109,437,Necromancer,4/13/13 7:16,2,FALSE
6150327,437,Good Answer,4/16/13 22:31,2,FALSE
6226179,437,Nice Answer,4/24/13 17:19,3,FALSE
10712449,437,Necromancer,7/14/14 22:28,2,FALSE
10717837,437,Nice Answer,7/15/14 11:23,3,FALSE
10918889,437,Yearling,8/5/14 18:13,2,FALSE
10998584,437,Famous Question,8/14/14 5:24,1,FALSE
15927799,437,Good Question,10/11/15 4:32,2,FALSE
16024652,437,Nice Answer,10/19/15 16:24,3,FALSE
21234324,437,Great Answer,11/26/16 11:11,1,FALSE
21336698,437,Necromancer,12/5/16 12:09,2,FALSE
26357661,437,Great Answer,12/24/17 14:04,1,FALSE
26770841,437,Good Question,1/29/18 18:35,2,FALSE
85226,1109,Teacher,9/15/08 8:55,3,FALSE
87760,1109,Student,9/15/08 8:55,3,FALSE
89340,1109,Editor,9/15/08 8:55,3,FALSE
90964,1109,Organizer,9/15/08 8:55,3,FALSE
93166,1109,Supporter,9/15/08 8:55,3,FALSE
94673,1109,Critic,9/15/08 8:55,3,FALSE
96865,1109,Autobiographer,9/15/08 8:55,3,FALSE
98807,1109,Scholar,9/15/08 8:55,3,FALSE
118947,1109,Nice Answer,9/20/08 6:02,3,FALSE
130711,1109,Nice Answer,9/25/08 19:27,3,FALSE
130712,1109,Enlightened,9/25/08 19:27,2,FALSE
132938,1109,Commentator,9/27/08 10:42,3,FALSE
142283,1109,Nice Answer,10/6/08 16:42,3,FALSE
147452,1109,Nice Answer,10/12/08 18:02,3,FALSE
188800,1109,Good Answer,12/10/08 17:27,2,FALSE
234121,1109,Taxonomist,2/12/09 17:22,2,FALSE
242285,1109,Nice Answer,2/22/09 2:17,3,FALSE
254954,1109,Nice Answer,3/9/09 19:57,3,FALSE
268826,1109,Nice Answer,3/26/09 11:07,3,FALSE
287724,1109,Nice Answer,4/19/09 3:27,3,FALSE
287725,1109,Enlightened,4/19/09 3:27,2,FALSE
298150,1109,Nice Answer,4/30/09 21:47,3,FALSE
364060,1109,Popular Question,7/1/09 10:27,3,FALSE
365492,1109,Popular Question,7/2/09 13:42,3,FALSE
407432,1109,Guru,8/6/09 21:32,2,FALSE
414782,1109,Yearling,8/13/09 0:02,2,FALSE
423476,1109,Beta,9/16/08 0:00,2,FALSE
444259,1109,Nice Answer,9/3/09 21:37,3,FALSE
577576,1109,Good Answer,12/12/09 0:07,2,FALSE
588923,1109,Popular Question,12/21/09 3:37,3,FALSE
613322,1109,Notable Question,1/10/10 22:12,2,FALSE
626386,1109,Good Answer,1/19/10 5:42,2,FALSE
654580,1109,Popular Question,2/5/10 1:52,3,FALSE
677640,1109,Nice Answer,2/19/10 21:17,3,FALSE
799646,1109,Popular Question,5/7/10 11:42,3,FALSE
5682657,1109,Nice Answer,3/3/13 1:16,3,FALSE
5701326,1109,Nice Answer,3/4/13 21:34,3,FALSE
5752695,1109,Enlightened,3/7/13 17:38,2,FALSE
5921364,1109,Popular Question,3/23/13 17:41,3,FALSE
5934326,1109,Guru,3/25/13 13:57,2,FALSE
6008921,1109,Guru,4/2/13 12:18,2,FALSE
6195728,1109,Nice Answer,4/22/13 2:02,3,FALSE
6209176,1109,Notable Question,4/23/13 8:42,2,FALSE
10979734,1109,Yearling,8/12/14 12:25,2,FALSE
11085003,1109,Nice Answer,8/23/14 23:19,3,FALSE
11085007,1109,Enlightened,8/23/14 23:19,2,FALSE
21303600,1109,Guru,12/2/16 3:32,2,FALSE
21524636,1109,Nice Question,12/21/16 6:36,3,FALSE
26480750,1109,Nice Answer,1/8/18 13:02,3,FALSE
26481267,1109,Enlightened,1/8/18 13:43,2,FALSE
26684629,1109,Nice Answer,1/22/18 17:05,3,FALSE
26684646,1109,Enlightened,1/22/18 17:05,2,FALSE
26723126,1109,Nice Answer,1/25/18 8:43,3,FALSE
140387,1237,Teacher,10/3/08 20:07,3,FALSE
145429,1237,Student,10/9/08 15:52,3,FALSE
145453,1237,Commentator,10/9/08 16:22,3,FALSE
145558,1237,Supporter,10/9/08 18:12,3,FALSE
146440,1237,Autobiographer,10/10/08 16:22,3,FALSE
174524,1237,Critic,11/17/08 23:57,3,FALSE
204171,1237,Scholar,1/6/09 16:42,3,FALSE
220247,1237,Editor,1/27/09 15:37,3,FALSE
227169,1237,Nice Answer,2/4/09 19:12,3,FALSE
229918,1237,Nice Answer,2/7/09 18:52,3,FALSE
231919,1237,Organizer,2/10/09 14:32,3,FALSE
234561,1237,Good Answer,2/13/09 1:07,2,FALSE
281041,1237,Popular Question,4/11/09 17:18,3,FALSE
357094,1237,Nice Answer,6/25/09 10:02,3,FALSE
416231,1237,Yearling,8/14/09 0:02,2,FALSE
427182,1237,Popular Question,8/20/09 18:32,3,FALSE
441844,1237,Notable Question,9/2/09 7:07,2,FALSE
474525,1237,Popular Question,9/27/09 9:27,3,FALSE
506917,1237,Disciplined,10/23/09 15:52,3,FALSE
535477,1237,Nice Answer,11/13/09 16:32,3,FALSE
535840,1237,Civic Duty,11/13/09 20:57,2,FALSE
552431,1237,Citizen Patrol,11/25/09 20:57,3,FALSE
565909,1237,Nice Answer,12/6/09 17:37,3,FALSE
567337,1237,Mortarboard,12/6/09 22:58,3,FALSE
572519,1237,Good Answer,12/8/09 22:17,2,FALSE
586973,1237,Guru,12/18/09 19:17,2,FALSE
720914,1237,Nice Answer,3/18/10 23:07,3,FALSE
750326,1237,Enthusiast,4/7/10 14:07,2,FALSE
809623,1237,Cleanup,5/13/10 13:57,3,FALSE
859767,1237,Notable Question,6/11/10 8:37,2,FALSE
880959,1237,Nice Answer,6/23/10 15:37,3,FALSE
881068,1237,Enlightened,6/23/10 16:32,2,FALSE
903980,1237,Nice Answer,7/7/10 7:58,3,FALSE
5633732,1237,Nice Answer,2/26/13 13:38,3,FALSE
5853504,1237,Good Answer,3/16/13 20:51,2,FALSE
5854727,1237,java,3/17/13 3:06,2,TRUE
5882155,1237,Pundit,3/19/13 21:04,2,FALSE
6198318,1237,Good Answer,4/22/13 9:17,2,FALSE
6249731,1237,Nice Answer,4/26/13 21:47,3,FALSE
10654452,1237,Nice Answer,7/8/14 16:02,3,FALSE
10662920,1237,Good Answer,7/9/14 11:28,2,FALSE
10675220,1237,Nice Answer,7/10/14 10:57,3,FALSE
10675272,1237,Enlightened,7/10/14 11:02,2,FALSE
10705965,1237,Fanatic,7/14/14 10:37,1,FALSE
10993176,1237,Yearling,8/13/14 15:33,2,FALSE
11081833,1237,Good Answer,8/23/14 9:57,2,FALSE
11098195,1237,Nice Answer,8/25/14 19:40,3,FALSE
15773879,1237,Great Answer,9/28/15 4:54,1,FALSE
16292077,1237,Caucus,11/10/15 13:29,3,FALSE
21680036,1237,Good Answer,1/5/17 18:36,2,FALSE
26486754,1237,Census,1/8/18 17:08,2,FALSE
26741034,1237,Nice Answer,1/26/18 14:28,3,FALSE
83550,1314,Teacher,9/15/08 8:55,3,FALSE
91655,1314,Supporter,9/15/08 8:55,3,FALSE
94016,1314,Critic,9/15/08 8:55,3,FALSE
95677,1314,Autobiographer,9/15/08 8:55,3,FALSE
128787,1314,Student,9/24/08 17:27,3,FALSE
134841,1314,Scholar,9/29/08 17:52,3,FALSE
138936,1314,Citizen Patrol,10/2/08 15:27,3,FALSE
150058,1314,Commentator,10/15/08 17:12,3,FALSE
167070,1314,Nice Answer,11/6/08 10:02,3,FALSE
185936,1314,Editor,12/5/08 19:57,3,FALSE
378219,1314,Popular Question,7/14/09 11:32,3,FALSE
417587,1314,Yearling,8/15/09 0:02,2,FALSE
421544,1314,Organizer,8/18/09 20:12,3,FALSE
424835,1314,Beta,9/16/08 0:00,2,FALSE
450803,1314,Civic Duty,9/9/09 19:22,2,FALSE
523981,1314,Nice Answer,11/5/09 21:12,3,FALSE
704445,1314,Nice Answer,3/9/10 8:42,3,FALSE
730572,1314,Nice Answer,3/25/10 4:17,3,FALSE
5838200,1314,Nice Answer,3/15/13 1:10,3,FALSE
6159428,1314,Guru,4/17/13 17:11,2,FALSE
11003189,1314,Yearling,8/14/14 13:49,2,FALSE
85923,2208,Teacher,9/15/08 8:55,3,FALSE
88308,2208,Student,9/15/08 8:55,3,FALSE
89953,2208,Editor,9/15/08 8:55,3,FALSE
91259,2208,Organizer,9/15/08 8:55,3,FALSE
93771,2208,Supporter,9/15/08 8:55,3,FALSE
97365,2208,Autobiographer,9/15/08 8:55,3,FALSE
99247,2208,Scholar,9/15/08 8:55,3,FALSE
100163,2208,Commentator,9/15/08 8:55,3,FALSE
137345,2208,Critic,10/1/08 13:27,3,FALSE
137350,2208,Citizen Patrol,10/1/08 13:27,3,FALSE
195557,2208,Nice Answer,12/21/08 20:12,3,FALSE
211154,2208,Nice Answer,1/14/09 23:07,3,FALSE
288656,2208,Good Answer,4/20/09 15:27,2,FALSE
402357,2208,Enthusiast,8/3/09 12:42,2,FALSE
423876,2208,Beta,9/16/08 0:00,2,FALSE
427545,2208,Yearling,8/21/09 0:02,2,FALSE
498953,2208,Good Answer,10/17/09 8:27,2,FALSE
651455,2208,Popular Question,2/3/10 15:07,3,FALSE
793950,2208,Popular Question,5/4/10 17:17,3,FALSE
5716207,2208,Caucus,3/5/13 12:30,3,FALSE
6035622,2208,Tumbleweed,4/4/13 16:57,3,FALSE
6232759,2208,Quorum,4/25/13 9:57,3,FALSE
11055429,2208,Nice Answer,8/20/14 16:14,3,FALSE
11058470,2208,Yearling,8/20/14 22:24,2,FALSE
11074906,2208,Nice Answer,8/22/14 12:28,3,FALSE
16102469,2208,Explainer,10/26/15 10:20,3,FALSE
98563,2291,Scholar,9/15/08 8:55,3,FALSE
106715,2291,Autobiographer,9/16/08 16:02,3,FALSE
107781,2291,Teacher,9/16/08 20:37,3,FALSE
108271,2291,Editor,9/16/08 22:57,3,FALSE
108438,2291,Student,9/17/08 0:02,3,FALSE
114586,2291,Organizer,9/18/08 15:42,3,FALSE
114948,2291,Supporter,9/18/08 17:42,3,FALSE
136734,2291,Critic,9/30/08 23:12,3,FALSE
140223,2291,Commentator,10/3/08 17:42,3,FALSE
154964,2291,Civic Duty,10/21/08 15:07,2,FALSE
389611,2291,Enthusiast,7/23/09 12:32,2,FALSE
428954,2291,Yearling,8/22/09 0:02,2,FALSE
491708,2291,Tumbleweed,10/12/09 3:27,3,FALSE
521387,2291,Popular Question,11/4/09 12:32,3,FALSE
558008,2291,Necromancer,12/1/09 1:07,2,FALSE
741137,2291,Taxonomist,3/31/10 20:47,2,FALSE
5659860,2291,Caucus,2/28/13 14:35,3,FALSE
5774461,2291,Constituent,3/9/13 14:14,2,FALSE
6280874,2291,Announcer,4/30/13 20:24,3,FALSE
10828208,2291,Good Answer,7/26/14 12:39,2,FALSE
15746954,2291,Revival,9/24/15 22:38,3,FALSE
21166428,2291,Constituent,11/21/16 17:57,2,FALSE
21580779,2291,Necromancer,12/27/16 7:09,2,FALSE
26515422,2291,Census,1/9/18 17:00,2,FALSE
26713648,2291,Announcer,1/24/18 15:59,3,FALSE
27000251,2291,Announcer,2/17/18 23:27,3,FALSE
88375,3484,Student,9/15/08 8:55,3,FALSE
97427,3484,Autobiographer,9/15/08 8:55,3,FALSE
99300,3484,Scholar,9/15/08 8:55,3,FALSE
132850,3484,Supporter,9/27/08 6:37,3,FALSE
133286,3484,Teacher,9/27/08 22:17,3,FALSE
148559,3484,Nice Answer,10/14/08 3:27,3,FALSE
155486,3484,Nice Answer,10/22/08 0:57,3,FALSE
275434,3484,Commentator,4/3/09 2:52,3,FALSE
311161,3484,Editor,5/14/09 6:02,3,FALSE
331348,3484,Organizer,6/3/09 23:37,3,FALSE
335759,3484,Nice Answer,6/8/09 19:12,3,FALSE
335760,3484,Enlightened,6/8/09 19:12,2,FALSE
341340,3484,Critic,6/11/09 3:47,3,FALSE
352384,3484,Necromancer,6/21/09 14:37,2,FALSE
362437,3484,Enthusiast,6/30/09 3:07,2,FALSE
368158,3484,Tumbleweed,7/5/09 19:57,3,FALSE
378541,3484,Popular Question,7/14/09 15:27,3,FALSE
424294,3484,Beta,9/16/08 0:00,2,FALSE
437796,3484,Yearling,8/29/09 0:02,2,FALSE
468447,3484,Nice Answer,9/22/09 12:37,3,FALSE
602861,3484,Popular Question,1/3/10 17:22,3,FALSE
718284,3484,Notable Question,3/17/10 15:07,2,FALSE
5966303,3484,Nice Question,3/28/13 10:01,3,FALSE
21322208,3484,Taxonomist,12/3/16 21:08,2,FALSE
84556,4883,Teacher,9/15/08 8:55,3,FALSE
87243,4883,Student,9/15/08 8:55,3,FALSE
89107,4883,Editor,9/15/08 8:55,3,FALSE
90661,4883,Organizer,9/15/08 8:55,3,FALSE
92561,4883,Supporter,9/15/08 8:55,3,FALSE
94433,4883,Critic,9/15/08 8:55,3,FALSE
95196,4883,Citizen Patrol,9/15/08 8:55,3,FALSE
96369,4883,Autobiographer,9/15/08 8:55,3,FALSE
98380,4883,Scholar,9/15/08 8:55,3,FALSE
99636,4883,Nice Question,9/15/08 8:55,3,FALSE
100623,4883,Nice Question,9/15/08 8:57,3,FALSE
100824,4883,Nice Question,9/15/08 8:57,3,FALSE
100920,4883,Nice Question,9/15/08 8:57,3,FALSE
100974,4883,Nice Question,9/15/08 8:57,3,FALSE
101946,4883,Nice Question,9/15/08 10:37,3,FALSE
105783,4883,Nice Question,9/16/08 12:17,3,FALSE
116348,4883,Nice Answer,9/19/08 3:27,3,FALSE
120337,4883,Good Question,9/21/08 17:47,2,FALSE
144478,4883,Popular Question,10/8/08 16:42,3,FALSE
153994,4883,Good Question,10/20/08 14:47,2,FALSE
154355,4883,Popular Question,10/20/08 21:07,3,FALSE
168008,4883,Nice Question,11/7/08 12:02,3,FALSE
171666,4883,Commentator,11/13/08 2:17,3,FALSE
178292,4883,Nice Answer,11/23/08 18:47,3,FALSE
180651,4883,Self-Learner,11/26/08 22:17,3,FALSE
195228,4883,Favorite Question,12/20/08 18:27,2,FALSE
208626,4883,Notable Question,1/12/09 5:02,2,FALSE
223930,4883,Popular Question,1/31/09 18:57,3,FALSE
231005,4883,Popular Question,2/9/09 14:47,3,FALSE
237975,4883,Popular Question,2/17/09 16:07,3,FALSE
245520,4883,Nice Question,2/25/09 20:42,3,FALSE
254203,4883,Popular Question,3/8/09 21:47,3,FALSE
276094,4883,Popular Question,4/3/09 18:47,3,FALSE
276099,4883,Popular Question,4/3/09 18:52,3,FALSE
288931,4883,Nice Question,4/20/09 20:27,3,FALSE
295078,4883,Nice Question,4/28/09 5:52,3,FALSE
302610,4883,Popular Question,5/5/09 20:07,3,FALSE
303081,4883,Popular Question,5/6/09 7:22,3,FALSE
311425,4883,Popular Question,5/14/09 11:57,3,FALSE
324936,4883,Popular Question,5/28/09 9:57,3,FALSE
330327,4883,Notable Question,6/3/09 5:57,2,FALSE
345500,4883,Popular Question,6/15/09 12:47,3,FALSE
361446,4883,Nice Question,6/29/09 9:42,3,FALSE
373753,4883,Popular Question,7/9/09 21:02,3,FALSE
382902,4883,Notable Question,7/17/09 17:27,2,FALSE
384700,4883,Notable Question,7/20/09 3:02,2,FALSE
399362,4883,Popular Question,7/31/09 8:27,3,FALSE
406596,4883,Popular Question,8/6/09 9:57,3,FALSE
425011,4883,Beta,9/16/08 0:00,2,FALSE
430438,4883,Nice Question,8/24/09 1:32,3,FALSE
433543,4883,Popular Question,8/26/09 5:57,3,FALSE
442416,4883,Popular Question,9/2/09 16:12,3,FALSE
443270,4883,Notable Question,9/3/09 7:32,2,FALSE
447132,4883,Yearling,9/7/09 0:02,2,FALSE
447261,4883,Popular Question,9/7/09 3:42,3,FALSE
449173,4883,Popular Question,9/8/09 17:22,3,FALSE
484782,4883,Nice Question,10/6/09 5:12,3,FALSE
485463,4883,Popular Question,10/6/09 16:17,3,FALSE
488035,4883,Nice Question,10/8/09 11:37,3,FALSE
505970,4883,Nice Question,10/22/09 23:07,3,FALSE
520137,4883,Popular Question,11/3/09 16:42,3,FALSE
524699,4883,Notable Question,11/6/09 8:27,2,FALSE
525209,4883,Nice Question,11/6/09 15:02,3,FALSE
538745,4883,Notable Question,11/16/09 16:42,2,FALSE
539312,4883,Popular Question,11/16/09 23:37,3,FALSE
551314,4883,Stellar Question,11/25/09 6:32,1,FALSE
573217,4883,Popular Question,12/9/09 10:27,3,FALSE
583533,4883,Good Answer,12/16/09 16:27,2,FALSE
585444,4883,Good Question,12/17/09 19:02,2,FALSE
592981,4883,Nice Question,12/23/09 20:27,3,FALSE
595626,4883,Popular Question,12/27/09 10:12,3,FALSE
603224,4883,Popular Question,1/4/10 0:52,3,FALSE
603581,4883,Popular Question,1/4/10 9:52,3,FALSE
616767,4883,Good Question,1/12/10 21:57,2,FALSE
617606,4883,Popular Question,1/13/10 10:52,3,FALSE
630459,4883,Popular Question,1/21/10 9:02,3,FALSE
634499,4883,Notable Question,1/23/10 20:17,2,FALSE
644192,4883,Nice Question,1/29/10 17:17,3,FALSE
650985,4883,Popular Question,2/3/10 10:02,3,FALSE
655684,4883,Popular Question,2/5/10 16:57,3,FALSE
672116,4883,Popular Question,2/16/10 20:47,3,FALSE
674304,4883,Popular Question,2/18/10 0:22,3,FALSE
686174,4883,Nice Question,2/25/10 11:37,3,FALSE
714026,4883,Nice Question,3/15/10 10:17,3,FALSE
721539,4883,Notable Question,3/19/10 9:57,2,FALSE
727125,4883,Popular Question,3/23/10 10:37,3,FALSE
792072,4883,Popular Question,5/3/10 16:37,3,FALSE
792182,4883,Famous Question,5/3/10 17:47,1,FALSE
794095,4883,Popular Question,5/4/10 17:42,3,FALSE
795098,4883,Good Question,5/5/10 5:07,2,FALSE
798314,4883,Famous Question,5/6/10 18:02,1,FALSE
803868,4883,Notable Question,5/10/10 16:07,2,FALSE
812651,4883,Notable Question,5/15/10 4:37,2,FALSE
822465,4883,Notable Question,5/20/10 18:52,2,FALSE
832193,4883,Nice Question,5/26/10 13:07,3,FALSE
857778,4883,Nice Question,6/10/10 10:22,3,FALSE
878311,4883,Nice Question,6/22/10 12:02,3,FALSE
882368,4883,Notable Question,6/24/10 9:47,2,FALSE
5590045,4883,Great Question,2/21/13 20:49,1,FALSE
5604679,4883,Good Question,2/23/13 13:16,2,FALSE
5605398,4883,Nice Question,2/23/13 15:49,3,FALSE
5676476,4883,Famous Question,3/2/13 0:56,1,FALSE
5784883,4883,Notable Question,3/10/13 22:45,2,FALSE
5896123,4883,Nice Question,3/21/13 2:25,3,FALSE
6142443,4883,Great Question,4/16/13 9:00,1,FALSE
6286045,4883,Good Question,5/1/13 13:04,2,FALSE
10578343,4883,Inquisitive,7/2/14 17:44,2,FALSE
10746238,4883,Notable Question,7/17/14 18:47,2,FALSE
10755364,4883,Great Question,7/18/14 15:50,1,FALSE
10830522,4883,Stellar Question,7/26/14 22:32,1,FALSE
10976788,4883,Notable Question,8/12/14 7:32,2,FALSE
11065498,4883,Great Question,8/21/14 14:24,1,FALSE
11075065,4883,Great Question,8/22/14 12:43,1,FALSE
15690768,4883,Good Question,9/20/15 18:59,2,FALSE
16212050,4883,Favorite Question,11/4/15 8:28,2,FALSE
16235088,4883,Popular Question,11/5/15 19:21,3,FALSE
16271499,4883,Favorite Question,11/9/15 14:36,2,FALSE
21208562,4883,Notable Question,11/24/16 5:11,2,FALSE
21685682,4883,Popular Question,1/6/17 6:44,3,FALSE
21753370,4883,Stellar Question,1/12/17 3:12,1,FALSE
26454884,4883,Great Question,1/5/18 9:33,1,FALSE
26876641,4883,Great Question,2/7/18 12:06,1,FALSE
86475,6161,Student,9/15/08 8:55,3,FALSE
91669,6161,Supporter,9/15/08 8:55,3,FALSE
97753,6161,Scholar,9/15/08 8:55,3,FALSE
118057,6161,Editor,9/19/08 18:42,3,FALSE
118802,6161,Teacher,9/20/08 2:12,3,FALSE
118834,6161,Autobiographer,9/20/08 3:02,3,FALSE
119435,6161,Self-Learner,9/20/08 16:57,3,FALSE
121329,6161,Organizer,9/22/08 9:27,3,FALSE
130926,6161,Critic,9/25/08 21:32,3,FALSE
135359,6161,Nice Answer,9/30/08 3:12,3,FALSE
137486,6161,Citizen Patrol,10/1/08 14:37,3,FALSE
142056,6161,Popular Question,10/6/08 13:12,3,FALSE
211023,6161,Commentator,1/14/09 20:07,3,FALSE
222041,6161,Popular Question,1/29/09 14:07,3,FALSE
241550,6161,Popular Question,2/20/09 22:02,3,FALSE
264135,6161,Popular Question,3/20/09 14:17,3,FALSE
296456,6161,Popular Question,4/29/09 15:22,3,FALSE
302361,6161,Popular Question,5/5/09 16:07,3,FALSE
302470,6161,Notable Question,5/5/09 17:52,2,FALSE
380037,6161,Popular Question,7/15/09 16:32,3,FALSE
424734,6161,Beta,9/16/08 0:00,2,FALSE
426957,6161,Good Answer,8/20/09 15:47,2,FALSE
427015,6161,Nice Question,8/20/09 16:22,3,FALSE
432435,6161,Popular Question,8/25/09 13:22,3,FALSE
454483,6161,Yearling,9/13/09 0:02,2,FALSE
501806,6161,Notable Question,10/20/09 7:42,2,FALSE
503380,6161,Popular Question,10/21/09 8:57,3,FALSE
515727,6161,Nice Question,10/30/09 15:42,3,FALSE
522620,6161,Popular Question,11/5/09 2:52,3,FALSE
552693,6161,Notable Question,11/26/09 0:12,2,FALSE
570066,6161,Notable Question,12/7/09 13:42,2,FALSE
573412,6161,Popular Question,12/9/09 13:17,3,FALSE
576193,6161,Notable Question,12/11/09 1:27,2,FALSE
586360,6161,Notable Question,12/18/09 10:57,2,FALSE
642344,6161,Nice Answer,1/28/10 16:57,3,FALSE
652024,6161,Nice Answer,2/3/10 19:52,3,FALSE
652136,6161,Enlightened,2/3/10 21:07,2,FALSE
662006,6161,Popular Question,2/10/10 1:57,3,FALSE
664476,6161,Popular Question,2/11/10 13:02,3,FALSE
704195,6161,Popular Question,3/9/10 4:22,3,FALSE
740779,6161,Civic Duty,3/31/10 16:52,2,FALSE
5704932,6161,Famous Question,3/5/13 1:09,1,FALSE
5945428,6161,Good Question,3/26/13 13:45,2,FALSE
10579072,6161,Inquisitive,7/2/14 17:44,2,FALSE
10761964,6161,Famous Question,7/19/14 15:13,1,FALSE
15817151,6161,Great Answer,10/1/15 9:28,1,FALSE
16163211,6161,Favorite Question,10/30/15 15:25,2,FALSE
26494875,6161,Famous Question,1/8/18 22:52,1,FALSE
97070,6309,Autobiographer,9/15/08 8:55,3,FALSE
98989,6309,Scholar,9/15/08 8:55,3,FALSE
102161,6309,Student,9/15/08 13:02,3,FALSE
103521,6309,Editor,9/15/08 19:27,3,FALSE
103673,6309,Supporter,9/15/08 20:02,3,FALSE
107612,6309,Teacher,9/16/08 19:57,3,FALSE
109898,6309,Citizen Patrol,9/17/08 10:47,3,FALSE
112833,6309,Critic,9/18/08 4:07,3,FALSE
117461,6309,Commentator,9/19/08 15:02,3,FALSE
121033,6309,Organizer,9/22/08 6:57,3,FALSE
141504,6309,Nice Question,10/5/08 18:22,3,FALSE
141520,6309,Nice Answer,10/5/08 18:52,3,FALSE
143851,6309,Cleanup,10/8/08 4:17,3,FALSE
144270,6309,Nice Question,10/8/08 14:12,3,FALSE
144371,6309,Civic Duty,10/8/08 15:12,2,FALSE
