Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
"5694333","2","","948135","2011-04-17 15:20:14","","409","","<p><code>case...when</code> behaves a bit unexpectedly when handling classes. This is due to the fact that it uses the <code>===</code> operator.</p>

<p>That operator works as expected with literals, but not with classes:</p>

<pre><code>1 === 1           # =&gt; true
Fixnum === Fixnum # =&gt; false
</code></pre>

<p>This means that if you want to do a <code>case ... when</code> over an object's class, this will not work:</p>

<pre><code>obj = 'hello'
case obj.class
when String
  print('It is a string')
when Fixnum
  print('It is a number')
else
  print('It is not a string')
end
</code></pre>

<p>Will print ""It is not a string"".</p>

<p>Fortunately, this is easily solved. The <code>===</code> operator has been defined so that it returns <code>true</code> if you use it with a class and supply an instance of that class as the second operand:</p>

<pre><code>Fixnum === 1 # =&gt; true
</code></pre>

<p>In short, the code above can be fixed by removing the <code>.class</code>:</p>

<pre><code>obj = 'hello'
case obj  # was case obj.class
when String
  print('It is a string')
when Fixnum
  print('It is a number')
else
  print('It is not a string')
end
</code></pre>

<p>I hit this problem today while looking for an answer, and this was the first appearing page, so I figured it would be useful to others in my same situation.</p>
","312586","","513951","","2016-04-11 19:04:00","2016-04-11 19:04:00","","","","1","","",""
"12914530","2","","948135","2012-10-16 12:17:41","","49","","<p>You can use regular expressions, such as finding a type of string:</p>

<pre><code>case foo
when /^(true|false)$/
   puts ""Given string is boolean""
when /^[0-9]+$/ 
   puts ""Given string is integer""
when /^[0-9\.]+$/
   puts ""Given string is float""
else
   puts ""Given string is probably string""
end
</code></pre>

<p>Ruby's <code>case</code> will use the equality operand <code>===</code> for this (thanks @JimDeville). Additional information is available at ""<a href=""http://www.tutorialspoint.com/ruby/ruby_operators.htm"">Ruby Operators</a>"". This also can be done using @mmdemirbas example (without parameter), only this approach is cleaner for these types of cases.</p>
","776301","","128421","","2013-05-17 03:47:49","2013-05-17 03:47:49","","","","0","","",""
"17983076","2","","948135","2013-08-01 00:04:53","","65","","<p>In Ruby 2.0, you can also use lambdas in <code>case</code> statements, as follows:</p>

<pre><code>is_even = -&gt;(x) { x % 2 == 0 }

case number
when 0 then puts 'zero'
when is_even then puts 'even'
else puts 'odd'
end
</code></pre>

<p>You can also create your own comparators easily using a Struct with a custom <code>===</code></p>

<pre><code>Moddable = Struct.new(:n) do
  def ===(numeric)
    numeric % n == 0
  end
end

mod4 = Moddable.new(4)
mod3 = Moddable.new(3)

case number
when mod4 then puts 'multiple of 4'
when mod3 then puts 'multiple of 3'
end
</code></pre>

<p>(Example taken from ""<a href=""https://stackoverflow.com/questions/16662295/can-procs-be-used-with-case-statements-in-ruby-2-0"">Can procs be used with case statements in Ruby 2.0?</a>"".)</p>

<p>Or, with a complete class:</p>

<pre><code>class Vehicle
  def ===(another_vehicle)
    self.number_of_wheels == another_vehicle.number_of_wheels
  end
end

four_wheeler = Vehicle.new 4
two_wheeler = Vehicle.new 2

case vehicle
when two_wheeler
  puts 'two wheeler'
when four_wheeler
  puts 'four wheeler'
end
</code></pre>

<p>(Example taken from ""<a href=""http://www.skorks.com/2009/08/how-a-ruby-case-statement-works-and-what-you-can-do-with-it/"" rel=""noreferrer"">How A Ruby Case Statement Works And What You Can Do With It</a>"".)</p>
","473709","","-1","","2017-05-23 11:55:11","2013-09-11 15:21:22","","","","0","","",""
"18089662","2","","948135","2013-08-06 20:18:37","","8","","<p>Lots of great answers but I thought I would add one factoid.. If you are attempting to compare objects (Classes) make sure you have a space ship method (not a joke) or understand how they are being compared</p>

<p>Here is a good discussion on the topic
<a href=""http://www.skorks.com/2009/09/ruby-equality-and-object-comparison/"" rel=""noreferrer"">http://www.skorks.com/2009/09/ruby-equality-and-object-comparison/</a></p>
","1228358","","","","","2013-08-06 20:18:37","","","","1","","",""
"21233188","2","","948135","2014-01-20 11:45:28","","19","","<p>Multi-value when and no-value case:</p>

<pre><code>print ""Enter your grade: ""
grade = gets.chomp
case grade
when ""A"", ""B""
  puts 'You pretty smart!'
when ""C"", ""D""
  puts 'You pretty dumb!!'
else
  puts ""You can't even use a computer!""
end
</code></pre>

<p>And a <a href=""http://en.wikipedia.org/wiki/Regular_expression"">regular expression</a> solution here:</p>

<pre><code>print ""Enter a string: ""
some_string = gets.chomp
case
when some_string.match(/\d/)
  puts 'String has numbers'
when some_string.match(/[a-zA-Z]/)
  puts 'String has letters'
else
  puts 'String has no numbers or letters'
end
</code></pre>
","934243","","63550","","2015-08-08 02:45:03","2015-08-08 02:45:03","","","","6","","",""
"24546727","2","","948135","2014-07-03 06:46:12","","30","","<p>If you are eager to know how to use an OR condition in a Ruby switch case:</p>

<p>So, in a <code>case</code> statement, a <code>,</code> is the equivalent of <code>||</code> in an <code>if</code> statement.</p>

<pre><code>case car
   when 'Maruti', 'Hyundai'
      # Code here
end
</code></pre>

<p><a href=""http://www.skorks.com/2009/08/how-a-ruby-case-statement-works-and-what-you-can-do-with-it/"">Many other things you can do with a Ruby case statement</a></p>
","1133932","","63550","","2015-08-08 02:46:05","2015-08-08 02:46:05","","","","1","","",""
"24620053","2","","948135","2014-07-07 21:18:24","","1","","<p>I've started to use:</p>

<pre><code>a = ""secondcase""

var_name = case a
  when ""firstcase"" then ""foo""
  when ""secondcase"" then ""bar""
end

puts var_name
&gt;&gt; ""bar""
</code></pre>

<p>It helps compact code in some cases.</p>
","821304","","63550","","2015-08-08 02:46:39","2015-08-08 02:46:39","","","","1","","",""
"25915911","2","","948135","2014-09-18 14:48:15","","20","","<p>Depending on your case, you could prefer to use a hash of methods.</p>

<p>If there is a long list of when's and each of them has a concrete value to compare with (not an interval), it will be more effective to declare a hash of methods and then to call the relevant method from the hash like that.</p>

<pre><code># Define the hash
menu = {a: :menu1, b: :menu2, c: :menu2, d: :menu3}

# Define the methods
def menu1
  puts 'menu 1'
end

def menu2
  puts 'menu 2'
end

def menu3
  puts 'menu3'
end

# Let's say we case by selected_menu = :a
selected_menu = :a

# Then just call the relevant method from the hash
send(menu[selected_menu])
</code></pre>
","1832566","","63550","","2015-08-08 02:47:41","2015-08-08 02:47:41","","","","0","","",""
"35233112","2","","948135","2016-02-05 20:40:16","","27","","<p>It's called <code>case</code> and it works like you would expect, plus lots more fun stuff courtesy of <code>===</code> which implements the tests.</p>

<pre><code>case 5
  when 5
    puts 'yes'
  else
    puts 'else'
end
</code></pre>

<p>Now for some fun:</p>

<pre><code>case 5 # every selector below would fire (if first)
  when 3..7    # OK, this is nice
  when 3,4,5,6 # also nice
  when Fixnum  # or
  when Integer # or
  when Numeric # or
  when Comparable # (?!) or
  when Object  # (duhh) or
  when Kernel  # (?!) or
  when BasicObject # (enough already)
    ...
end
</code></pre>

<p>And it turns out you can also replace an arbitrary if/else chain (that is, even if the tests don't involve a common variable) with <code>case</code> by leaving out the initial <code>case</code> parameter and just writing expressions where the first match is what you want.</p>

<pre><code>case
  when x.nil?
    ...
  when (x.match /'^fn'/)
    ...
  when (x.include? 'substring')
    ...
  when x.gsub('o', 'z') == 'fnzrq'
    ...
  when Time.now.tuesday?
    ...
end
</code></pre>
","140740","","140740","","2017-01-30 22:48:00","2017-01-30 22:48:00","","","","0","","",""
"38445037","2","","948135","2016-07-18 19:59:10","","17","","<p>Ruby uses the <code>case</code> for writing switch statements.</p>

<p>As per the <a href=""http://ruby-doc.org/docs/keywords/1.9/Object.html#method-i-case"" rel=""noreferrer"">Ruby Docs</a>:</p>

<blockquote>
  <p>Case statements consist of an optional condition, which is in the
  position of an argument to <code>case</code>, and zero or more <code>when</code> clauses.
  The first <code>when</code> clause to match the condition (or to evaluate to
  Boolean truth, if the condition is null) “wins”, and its code stanza
  is executed. The value of the case statement is the value of the
  successful <code>when</code> clause, or <code>nil</code> if there is no such clause.</p>
  
  <p>A case statement can end with an <code>else</code> clause. Each <code>when</code> a
  statement can have multiple candidate values, separated by commas.</p>
</blockquote>

<p>Example:</p>

<pre><code>case x
when 1,2,3
  puts ""1, 2, or 3""
when 10
  puts ""10""
else
  puts ""Some other number""
end
</code></pre>

<p>Shorter version:</p>

<pre><code>case x
when 1,2,3 then puts ""1, 2, or 3""
when 10 then puts ""10""
else puts ""Some other number""
end
</code></pre>

<hr>

<p>And as this blog by <a href=""http://blog.honeybadger.io/rubys-case-statement-advanced-techniques/"" rel=""noreferrer"">Honeybadger</a> describes Ruby Case;</p>

<p>Can be used with <a href=""http://ruby-doc.org/core-2.2.0/Range.html"" rel=""noreferrer"">Ranges</a>:</p>

<pre><code>case 5
when (1..10)
  puts ""case statements match inclusion in a range""
end

## =&gt; ""case statements match inclusion in a range""
</code></pre>

<p>Can be used with <a href=""https://en.wikipedia.org/wiki/Regular_expression"" rel=""noreferrer"">Regex</a>:</p>

<pre><code>case ""FOOBAR""
when /BAR$/
  puts ""they can match regular expressions!""
end

## =&gt; ""they can match regular expressions!""
</code></pre>

<p>Can be used with <a href=""https://rubymonk.com/learning/books/4-ruby-primer-ascent/chapters/18-blocks/lessons/64-blocks-procs-lambdas"" rel=""noreferrer"">Procs and Lambdas</a>:</p>

<pre><code>case 40
when -&gt; (n) { n.to_s == ""40"" }
  puts ""lambdas!""
end

## =&gt; ""lambdas""
</code></pre>

<p>Also, can be used with your own match classes:</p>

<pre><code>class Success
  def self.===(item)
    item.status &gt;= 200 &amp;&amp; item.status &lt; 300
  end
end

class Empty
  def self.===(item)
    item.response_size == 0
  end
end

case http_response
when Empty
  puts ""response was empty""
when Success
  puts ""response was a success""
end
</code></pre>
","1616697","","1616697","","2016-07-22 09:27:32","2016-07-22 09:27:32","","","","0","","",""
"42269911","2","","948135","2017-02-16 09:32:15","","11","","<p>You can write case expressions in two different ways in ruby.</p>

<ol>
<li>Similar to a series of ""if"" statements</li>
<li>Specify a target next to the case and each ""when"" clause is compared to the target.</li>
</ol>

<h3>1st way</h3>

<pre><code>age = 20
case 
when age &gt;= 21
puts ""display something""
when 1 == 0
puts ""omg""
else
puts ""default condition""
end
</code></pre>

<h3>2nd way</h3>

<pre><code> case params[:unknown]
 when /Something/ then 'Nothing'
 when /Something else/ then 'I dont know'
 end
</code></pre>
","1905008","","1905008","","2017-02-16 17:45:44","2017-02-16 17:45:44","","","","2","","",""
"47259477","2","","948135","2017-11-13 07:58:42","","3","","<pre><code>$age =  5
case $age
when 0 .. 2
   puts ""baby""
when 3 .. 6
   puts ""little child""
when 7 .. 12
   puts ""child""
when 13 .. 18
   puts ""youth""
else
   puts ""adult""
end
</code></pre>

<p>reference => <a href=""https://www.tutorialspoint.com/ruby/ruby_if_else.htm"" rel=""nofollow noreferrer"">https://www.tutorialspoint.com/ruby/ruby_if_else.htm</a></p>
","8871804","","8871804","","2017-11-13 09:28:06","2017-11-13 09:28:06","","","","0","","",""
"49898610","2","","948135","2018-04-18 11:29:29","","1","","<p>No support for regular expressions in your environment? E.g. <a href=""https://help.shopify.com/manual/apps/apps-by-shopify/script-editor/limitations#regular-expressions"" rel=""nofollow noreferrer""><strong>Shopify</strong> Script Editor</a> (April, 2018):</p>

<blockquote>
  <p>[Error]: uninitialized constant <strong>RegExp</strong></p>
</blockquote>

<p>A workaround following a combination of methods already previously covered in <a href=""https://stackoverflow.com/a/38445037/6225838"">here</a> and <a href=""https://stackoverflow.com/a/20441220/6225838"">here</a>:</p>

<pre><code>code = '!ADD-SUPER-BONUS!'

class StrContains
  def self.===(item)
    item.include? 'SUPER' or item.include? 'MEGA' or\
    item.include? 'MINI' or item.include? 'UBER'
  end
end

case code.upcase
when '12345PROMO', 'CODE-007', StrContains
  puts ""Code #{code} is a discount code!""
when '!ADD-BONUS!'
  puts 'This is a bonus code!'
else
  puts 'Sorry, we can\'t do anything with the code you added...'
end
</code></pre>

<p>I used <code>or</code>s in the class method statement since <code>||</code> has higher precedence than 
<code>.include?</code>. If you are a <a href=""https://stackoverflow.com/a/49814089/6225838""><em>ruby-nazi</em></a>, please imagine I used this <code>(item.include? 'A') || ...</code> instead. <a href=""https://repl.it/repls/LightyellowCloseAddition"" rel=""nofollow noreferrer"">repl.it</a> test.</p>
","6225838","","","","","2018-04-18 11:29:29","","","","0","","",""
"54360808","2","","948135","2019-01-25 07:32:41","","1","","<p>We can write switch statement for multiple conditions. </p>

<p>For Example,</p>

<pre><code>x = 22

CASE x
  WHEN 0..14 THEN puts ""#{x} is less than 15""    
  WHEN 15 THEN puts ""#{x} equals 15"" 
  WHEN 15 THEN puts ""#{x} equals 15"" 
  WHEN 15..20 THEN puts ""#{x} is greater than 15"" 
  ELSE puts ""Not in the range, value #{x} "" 
END
</code></pre>
","10814922","","3682162","","2019-01-28 06:02:46","2019-01-28 06:02:46","","","","0","","",""
"1020570","2","","1020568","2009-06-20 00:16:52","","16","","<p>The ruby <code>downcase</code> method returns a string with its uppercase letters replaced by lowercase letters.</p>

<pre><code>""string"".downcase
</code></pre>

<p><a href=""https://ruby-doc.org/core-2.1.0/String.html#method-i-downcase"" rel=""nofollow noreferrer"">https://ruby-doc.org/core-2.1.0/String.html#method-i-downcase</a></p>
","3484","","7184365","","2018-04-28 05:40:59","2018-04-28 05:40:59","","","","3","","",""
"1020571","2","","1020568","2009-06-20 00:16:55","","1488","","<p>Ruby has a few methods for changing the case of strings. To convert to lowercase, use <code>downcase</code>:</p>

<pre><code>""hello James!"".downcase    #=&gt; ""hello james!""
</code></pre>

<p>Similarly, <code>upcase</code> capitalizes every letter and <code>capitalize</code> capitalizes the first letter of the string but lowercases the rest:</p>

<pre><code>""hello James!"".upcase      #=&gt; ""HELLO JAMES!""
""hello James!"".capitalize  #=&gt; ""Hello james!""
""hello James!"".titleize    #=&gt; ""Hello James!""
</code></pre>

<p>If you want to modify a string in place, you can add an exclamation point to any of those methods:</p>

<pre><code>string = ""hello James!""
string.downcase!
string   #=&gt; ""hello james!""
</code></pre>

<p>Refer to the <a href=""http://www.ruby-doc.org/core/String.html"" rel=""noreferrer"">documentation for String</a> for more information.</p>
","49485","","4725295","","2017-01-01 12:56:24","2017-01-01 12:56:24","","","","11","","",""
"1021280","2","","1020568","2009-06-20 09:10:17","","12","","<p>... and the uppercase is:</p>

<pre><code>""Awesome String"".upcase
=&gt; ""AWESOME STRING""
</code></pre>
","17453","","","","","2009-06-20 09:10:17","","","","0","","",""
"1021299","2","","1020568","2009-06-20 09:27:57","","116","","<p>You can find out all the methods available on a String by opening irb and running:</p>

<pre><code>""MyString"".methods.sort
</code></pre>

<p>And for a list of the methods available for strings in particular:</p>

<pre><code>""MyString"".own_methods.sort
</code></pre>

<p>I use this to find out new and interesting things about objects which I might not otherwise have known existed.</p>
","17453","","","","","2009-06-20 09:27:57","","","","9","","",""
"16098006","2","","1020568","2013-04-19 05:46:31","","38","","<p>Like @endeR mentioned, if internationalization is a concern, the unicode_utils gem is more than adequate.</p>

<pre><code>$ gem install unicode_utils
$ irb
&gt; require 'unicode_utils'
=&gt; true
&gt; UnicodeUtils.downcase(""FEN BİLİMLERİ"", :tr)
=&gt; ""fen bilimleri""
</code></pre>

<hr>

<p>String manipulations  in Ruby 2.4 are now unicode-sensitive.</p>
","227755","","128421","","2016-08-22 17:50:32","2016-08-22 17:50:32","","","","0","","",""
"25090224","2","","1020568","2014-08-01 23:44:24","","11","","<p>The  Rails Active Support gem provides <code>upcase</code>, <code>downcase</code>, <code>swapcase</code>,<code>capitalize</code>, etc. methods with internationalization support:</p>

<pre><code>gem install activesupport
irb -ractive_support/core_ext/string
""STRING  ÁÂÃÀÇÉÊÍÓÔÕÚ"".mb_chars.downcase.to_s
 =&gt; ""string  áâãàçéêíóôõú""
""string  áâãàçéêíóôõú"".mb_chars.upcase.to_s
=&gt; ""STRING  ÁÂÃÀÇÉÊÍÓÔÕÚ""
</code></pre>
","844427","","128421","","2016-03-09 23:48:25","2016-03-09 23:48:25","","","","0","","",""
"54420908","2","","1020568","2019-01-29 12:18:06","","0","","<p>You can find strings method like <code>""strings"".methods</code>
You can define string as <code>upcase</code>, <code>downcase</code>, <code>titleize</code>.
For Example,</p>

<pre><code>""hii"".downcase
""hii"".titleize
""hii"".upcase
</code></pre>
","10814922","","","","","2019-01-29 12:18:06","","","","0","","",""
