Id,PostId,Score,Text,CreationDate,UserDisplayName,UserId
"30804875","17028531","7","`a.each do ... end` Umm... not sure how that's not a loop","2013-12-15 00:57:14","","1223693"
"30829041","17028531","0","That loop is performed only once, when the trie is constructed. It is a constant term that does not influence the algorithmic complexity. Bluntly, the algorithm _has to_ loop through the array at least _once_ to know what words are there at all. Once the trie is constructed, it can be used many times to check for the presence of a word with roughly logarithmic complexity.","2013-12-16 03:44:52","","1153747"
"30829092","1986398","13","Let me just note that internally, `#include?` still does perform looping. The coder is saved from writing the loop explicitly, though. I have added an answer that performs the task truly without looping.","2013-12-16 03:49:57","","1153747"
"30832997","17028531","26","Note that this does actually include a loop; anything that's not O(1) includes some kind of loop. It just happens to be a loop over the characters of the input string. Also note than an answer already mentioned `Set#include?` for people who are concerned about efficiency; coupled with using symbols instead of strings, it can be O(1) average case (if you use strings, then just computing the hash is O(n) where n is the length of the string). Or if you want to use third party libraries, you can use a perfect hash which is O(1) worst case.","2013-12-16 07:21:35","","69755"
"79471529","572660","0","In the case of 'git add .' what does not staging a deleted file even do? On commit the file is deleted in your working copy but not in the repo, until you pull and then what happens, you get the file back again? Anyone remotely familiar with normal command line usage would expect 'git add .' to process the entire current location. Way to go git for making even the simplest task as obtuse as possible.","2017-09-16 12:45:29","","954927"
"30836097","17028531","0","Nice comment. I have not noticed `Set#include` and I am not aware (yet) about how is it implemented. I have also not analyzed the code of `rambling-trie` which I have randomly chosen for my example, so I cannot guarantee that its implementation is not flawed. In any case, with a well-implemented trie complexity should be about O(log n). Complexity O(1) is theoretically not possible, but can be achieved pragmatically for `n` smaller than certain finite number, which is hardware-dependent.","2013-12-16 09:15:47","","1153747"
"46476178","3742902","1","I don't think you need the `field_name:datatype`. Removing is removing.","2015-03-18 14:42:35","","393243"
"30857250","4834906","4","Just to be clear, we use the plural?  So it's `add_email_to_users` and NOT `add_email_to_user`?","2013-12-16 18:56:24","","441960"
"46481194","28608086","1","I find your solution to be the most elegant, however that round10 ruins it for me.","2015-03-18 16:35:00","","1081960"
"79543169","2003515","0","Why do I need to specify remote when pushing?","2017-09-19 00:46:53","","4854931"
"62816933","2003515","1","The question was ***""What do I need to do differently to successfully delete the remotes/origin/bugfix branch both locally and on GitHub?""*** After running the commands in your updated answer, the local branch is still present. It would be nice if the accepted answer was a ***complete*** answer. Its absolutely amazing at how difficult Git makes simple tasks...","2016-06-07 02:15:38","","608639"
"15609373","11757642","1","Thanks. it worked, but it crops the image from **top**. (see this: http://jsfiddle.net/x86Q7/ ) Isn't there any way to crop image from **center**?","2012-08-01 10:50:49","","942659"
"15609419","11757693","0","Thanks. it worked, but it crops the image from **top**. (see this: http://jsfiddle.net/x86Q7/ ) Isn't there any way to crop image from **center**?","2012-08-01 10:52:23","","942659"
"15609458","11757642","1","@MahdiGhiasi:  Change top and left properties in .container img css!!","2012-08-01 10:53:35","","604156"
"15609517","11757642","0","I may set `margin-top` of image by for example `50px` (see this: http://jsfiddle.net/x86Q7/1/ ), but How to crop it from real **center**? (Without jQuery?)","2012-08-01 10:56:28","","942659"
"15609518","11757693","0","Might be rather difficult with CSS, this is the best I could come up with http://jsfiddle.net/D7E3E/5/","2012-08-01 10:56:30","","871021"
"15609572","11757642","2","Ahh sorry didnt see your comment but i added the jquery just incase :)","2012-08-01 10:58:46","","828261"
"15609593","11757693","0","Yes, to get it centered correctly, you should use jQuery, might be a lot easier.","2012-08-01 10:59:35","","871021"
"15609794","11757642","0","Not sore what you're using it for, but there are some nice php libraries that can do this for you, that way you can save the thumbnail and load it up whenever you need it.","2012-08-01 11:08:17","","871021"
"15619885","11763434","0","Thank you, but can you explain more about the advantage of this method on Retina displays?","2012-08-01 16:50:34","","942659"
"15620099","11763434","1","Since you can resize the image purely in the CSS, this allows you to use a large image and then scale it down according to each device's pixel density by using media queries.","2012-08-01 16:59:31","","1512956"
"15627928","11763434","0","Anyway, I like a pure CSS way more than a jQuery way! Thanks!","2012-08-01 22:22:59","","942659"
"62985562","5767357","1","Can anyone explain how the polyfill actually works?  Code looks very interesting.  You're comparing infinity (observing variable type) to `Math.abs(a) && (a = 0)` and doing some incredible other stuff involving `>>>`?","2016-06-10 22:43:54","","3832377"
"15744443","1335881","4","I am using ""use strict"" during development and will remove during production.","2012-08-07 05:54:21","","1188322"
"79824236","5767357","0","Wont it shift array Index to lower level and subsequent element wont be available in list if we are looping through an array.","2017-09-26 18:31:05","","5031589"
"46854503","18165553","0","@AmberdeBlack, you were worried about calling *indexOf* repeatedly, which is actually not even close to being as bad as calling *splice* on each iteration.","2015-03-29 18:01:15","","584211"
"63090719","1335881","5","To people reading these comments: there's someone above who says they use strict mode in development but remove it for production. Doing that isn't a good idea: code that executes in strict mode may run *differently* in non-strict mode. **Strict mode isn't a subset of non-strict mode**, it changes the way your code runs.","2016-06-14 13:22:43","","6303733"
"46872291","18165553","1","@AmberdeBlack, on a collection with more than 1 occurrence of *item*, it's much better to call the *filter* method instead `arr.filter(function (el) { return el !== item })`, avoiding the need to mutate the array multiple times. This consumes slightly more memory, but operates much more efficiently, since there's less work that needs to be done.","2015-03-30 09:37:04","","584211"
"46887989","18165553","1","@AlJey, it's available only from IE9+. There is still a chance that it wouldn't work.","2015-03-30 16:23:56","","3120495"
"46891430","18165553","0","@AmberdeBlack, that's not a valid argument at all these days, just do what the filter function does or, better yet, simply include `es5-shim.js` in your app.","2015-03-30 18:05:20","","584211"
"79866420","30114712","0","@SugarTang What are all the cons you've faced so far with this style? Any other tools complained that your HTML is incompatible?","2017-09-27 19:06:59","","340236"
"31228557","20824579","0","and what for? Think sometimes it should matter something special...","2013-12-29 11:17:54","","1988021"
"31228575","20824579","3","@silent_coder In this specific case it's nothing for. Usually you can see parentheses used to *enclose* visually hard understandable parts of code, i.e. while using complex *ternary operators*. In the code above the parentheses could be even misleading for inexperienced developers, cause *return* in that case looks more like a *function call.*","2013-12-29 11:19:23","","383904"
"79914235","30114712","0","Nope. My HTML style works just fine.","2017-09-28 23:21:09","","1802305"
"31270324","9529444","31","Keep in mind that in order for CSS to style the SVG, you **have** to include the SVG code in the markup, it doesn't work if you include the SVG via the `<svg>` tag.","2013-12-30 20:23:22","","321555"
"63211378","25887881","0","for Chrome 50.0, A.splice(-1, 1); will remove the last one in A.","2016-06-17 09:38:40","","1230329"
"79972553","43001159","0","Why didn't you just edit the other answer?","2017-10-01 04:19:25","","148844"
"830140","1020570","1","I found the answer, but it took me way too long, it is better here...","2009-06-20 00:17:22","","3484"
"830145","1020570","0","ruby conversions here: http://www.techotopia.com/index.php/Ruby_String_Conversions","2009-06-20 00:20:41","","39809"
"830170","1020571","2","I only thought about it after I had answered it, but I'll give you the cred for taking the time to answer it anyway.  Thanks!","2009-06-20 00:30:39","","3484"
"15924711","11371799","13","JavaScript does not evaluate variable names in strings. There is no difference between ' and "" in JavaScript.","2012-08-14 12:08:48","","691281"
"63270776","37909363","4","So the answer is using the unicode value corresponding to the html entity and using it inside a javascript string.

Thanks for your help.","2016-06-19 16:29:33","","6453895"
"63270793","37909363","0","@IndraneelBende `&nbsp;` should work fine. There is some problem with the value in style attribute.","2016-06-19 16:30:21","","2818245"
"63271074","37909363","0","@Gaurav Kumar, I also tried didn't work, it is just ignored. Could you please add to the fiddle in my answer?","2016-06-19 16:44:14","","1415921"
"63271435","37909656","2","This is just to add whitespace, but won't work for other html entities","2016-06-19 17:04:28","","1415921"
"63271510","37909363","1","`<div>Doesn't work: -&nbsp;-</div>` works just fine for me. *edit:* Well, it doesn't seem to be a non-breaking space.","2016-06-19 17:07:44","","218196"
"63271665","37909363","0","Mmh, produces the expected output on the React website itself though...","2016-06-19 17:17:15","","218196"
"63271742","37909363","0","Maybe on React site they have wrapped it with `dangerouslySetInnerHTML`, or something","2016-06-19 17:20:59","","1415921"
"63271879","37909363","0","I could imagine it's an issue with the Babel version jsfiddle is using. Babel v6.9.1. Copy your code [here](https://babeljs.io/repl/#?evaluate=true&lineWrap=false&presets=react&experimental=false&loose=false&spec=false&code=).","2016-06-19 17:28:40","","218196"
"63286183","37909363","0","@omerts check this. https://jsfiddle.net/rickgaurav/hofp8w66/. Also in your fiddle the second Doesn't work line work fine if u see closely.","2016-06-20 08:17:37","","2818245"
"63287273","37909363","0","@GauravKumar Look at the difference: https://jsfiddle.net/omerts/hofp8w66/2/. It caused me to think it doesn't work. I tried other entites, and you are right, they did work, edited my answer.","2016-06-20 08:50:15","","1415921"
"63289147","27114400","28","Nit: global variables are allowed, just have to be explicit (e.g. `window.foo = bar`).","2016-06-20 09:41:03","","6303733"
"47099646","1335881","0","@Alice I've read much of the conversation above and, also being a self-taught programmer, I completely agree with you. Provably correct > probably correct.","2015-04-06 09:49:05","","2524350"
"63295069","37909363","0","@omerts look at this. https://jsfiddle.net/rickgaurav/sfehkL1y/  . I have made changes to your fiddle to fix issue with your code. Also for string interpolation in ES6 operator `\`` is used , not `'` . Anyways there was no need to for any interpolation as it is itself a character not a variable.","2016-06-20 12:24:15","","2818245"
"63296358","37909363","0","@GauravKumar I still see a difference: https://s32.postimg.org/jcu3s26fp/space.jpg","2016-06-20 12:55:06","","1415921"
"80124795","26343584","2","I don't think this is correct. Using git v2.10.windows.2
'git add' returns 'Nothing specified, nothing added'. 'git add -A' adds all changed files. Which suggests '-A' is not the default.","2017-10-05 12:47:23","","954927"
"16109412","7823145","0","@rayfranco: It's been a long time though; my guess is the op changed his design to match DuckMaestro's answer (which is a simpler design) and that is why it was accepted?","2012-08-21 20:00:11","","2291"
"16110654","7823145","0","I meant the DuckMaestro's answer is not the right answer to the question. My comment was a bit concise, and is also using a bad wording. Sorry about it, but this answer still should be the accepted one, since it resolve the problem as it is.
Just wanted to point it out.
Thanks for the explanations on CSS specs.","2012-08-21 20:56:28","","1133405"
"1008606","1186593","1","Isn't the problem with using defaults in the database that they don't get set til the object is saved?  If I want to construct a new object with the defaults populated, I need to set them in the initializer.","2009-07-27 06:00:35","","86932"
"1009339","1186428","1","I think you shouldn't depend on database to deal with defaults and constraints, all that stuff should be sorted out in model layer.

That plugin works only for ActiveRecord models, it's not generic way to set defaults for objects.","2009-07-27 09:51:27","","125179"
"1010293","1186428","0","I'd argue that it depends on the types of defaults you are trying to use, it'd not something I've needed to do very often but I'd say constraints are in fact much better off being set in both the database and the model - to prevent your data from becoming invalid in the database.","2009-07-27 13:47:10","","39819"
"80183635","2373171","1","@johnhunt Declaring 20 bytes as irrelevant is a bad assumption. Cutting down on your bandwidth bill by 1-2% might significantly impact the bottom line for some companies.","2017-10-07 01:50:39","","84118"
"80200182","43854346","0","Thanks, I added an edit to clarify that valuesAreEqual can be substituted. I agree that the JSON approach is slow -- but it will always work. Should definitely use better comparison when possible.","2017-10-07 20:33:21","","5666034"
"80233721","29569456","1","Or `git config --global alias.showfiles 'show --pretty=""format:"" --name-only'` to make `git showfiles`.","2017-10-09 08:50:11","","331041"
"80234643","2373171","2","@Jacob Think more like 0.0001%, at most. In the real world this difference isn't worth anyone's time to even think about unless people are using morse code to transfer the data with a flashlight. 20 bytes is 160 bits. To put this into perspective, in 1962 a Bell 103 or V.21 modem could transfer this in about half a second. In 1991 with a 14.4k modem it'd take a 90th of a second. Today, on the web? It's irrelevant. Period. Integrated specialised north-pole or space comms stuff, maybe not. The web, yes, irrelevant.","2017-10-09 09:14:00","","421398"
"80234700","2373171","0","Sources: https://en.wikipedia.org/wiki/Modem#List_of_dialup_speeds - quite interesting. Notice how gosh darn quick everything is now? :)","2017-10-09 09:15:21","","421398"
"47297447","18539905","0","Just learned by the hard way why it is a good idea to use `Object.prototype.hasOwnProperty` always ¬¬","2015-04-11 04:58:05","","348500"
"16246094","2878408","0","Are there any conventions regarding referencing data types in uppercase or lowercase, and reference functions? (i.e. `regclass` or `REGCLASS` and `to_timestamp(0)` or `TO_TIMESTAMP(0)`)? I guess we consider types and functions as identifiers, and therefore lowercase?","2012-08-27 14:23:44","","322122"
"63548371","35324551","7","expanding on this, `--delete ""$@""` and `-D ""$@""` instead of `$1` will handle it for multiple branches.","2016-06-27 13:15:19","","3297499"
"1170471","1335881","1","@m4bwav : I don't think it's well supported : the page about ECMAScript 5 support in Mozilla is quite poor : https://developer.mozilla.org/En/JavaScript/ECMAScript_5_support_in_Mozilla -- and Mozilla's engine is generally not the worse one ^^","2009-08-26 16:30:46","","138475"
"63675313","9462382","0","This solution works perfectly fine for me thanks..!!","2016-06-30 11:31:46","","3541385"
"80428182","5767357","0","Splice is the best, with `delete` my `JSON.stringify` has a null on place that deleted","2017-10-14 04:28:57","","7173478"
"80438029","20925700","1","When deleting a file attachment field (in my case, based on Refile), use destroy_all instead of delete_all; If you don't use destroy_all, the physical file might not be deleted (I was using S3, and had this issue). See discussion on difference between delete_all and destroy_all here: https://stackoverflow.com/questions/6698207/delete-all-vs-destroy-all","2017-10-14 15:10:33","","1743693"
"63699432","29831148","0","This works if its your own branch. But if you are pruning all unneeded branches in the repo (some of which aren't yours) it wouldn't suffice","2016-06-30 22:23:07","","2120578"
"31931720","17495829","4","@JamieHutber : Please visit this link http://caniuse.com/use-strict  AND http://kangax.github.io/es5-compat-table/. It will give exact idea for all browser.","2014-01-18 13:21:12","","983624"
"80608482","45708471","1","The question did not ask anything about ""yellow warnings"". This answer should a comment at best.","2017-10-19 13:06:48","","910113"
"32016785","7823145","0","don't use browser-specific parameters. we have not killed Gecko and Trident yet.","2014-01-21 08:13:04","","766307"
"32016817","13960754","0","digging on live examples is good, yep","2014-01-21 08:14:49","","766307"
"32041742","7823145","0","@Grawl I tried to add _even more_ emphasis regarding the experimental features being experimental and discouraged from use. I didn't want to remove the alternative entirely because in some select (but probably rare) scenarios it still may be useful to someone.","2014-01-21 18:51:39","","2291"
"32057542","4834906","8","Correct. Table names in Rails are always plural (to match DB conventions).","2014-01-22 06:06:51","","89508"
"80653696","27154917","2","The single quote vs double quote performance difference in PHP was known to be zero years before you answered this question:

https://nikic.github.io/2012/01/09/Disproving-the-Single-Quotes-Performance-Myth.html","2017-10-20 16:12:00","","1921979"
"16687448","3742902","17","""rails g"" can be used as an alternative to ""rails generate""","2012-09-13 21:37:50","","1028922"
"32127480","16521953","0","destroy( [1,2,3,3,3,4,5], 3 ) returns [1,2,3,4,5]]. i should not be incremented when the array is spliced.","2014-01-23 17:34:08","","58276"
"64025044","572660","0","@CharlesBailey I make a .gitignore file near .git file, with a directory path inside it. but with your command, it doesn't exclude that folder.","2016-07-11 10:10:11","","421467"
"80748558","7217906","6","I get the following error when trying to switch branches: ""local changes to the following files would be overwritten by checkout"". So, it doesn't seem like I can move to a different branch and commit normally.","2017-10-24 01:23:41","","84631"
"32157077","2963582","8","You can also use `remove_column :table_name, :column_name, :type, :options` within the `change` method, since if you specify the type reverting the migration is possible.
From the documentation: _The `type`and `options` parameters will be ignored if present. It can be helpful to provide these in a migration's `change` method so it can be reverted. In that case, `type` and `options` will be used by add_column._","2014-01-24 11:55:12","","921530"
"47816261","1188834","3","@JoelBrewer I ran into this today - for Rails 4, you also need to specify the column type: `change_column :people, :last_name, :string, default: ""Doe""`","2015-04-24 10:37:58","","4200092"
"64054947","5767357","0","`array.splice()` function doesnt work if my index is token with a length of 16 and `delete arname [index];` is working for me","2016-07-12 03:42:06","","2741616"
"64055270","5767357","0","Update: i found this post http://stackoverflow.com/questions/8173210/delete-vs-splice-on-associative-array. and now i know the difference of splice and delete.","2016-07-12 04:03:18","","2741616"
"80780823","9529444","1","@RicardoZea One caveat to that: you can include an object from an external SVG file with `<use href=""external.svg#objId"" />` and your local CSS will still apply to some degree.","2017-10-24 17:38:44","","470925"
"80794065","9529444","0","@KenBellows That is true, I've learned that now. One thing to note is that we need to use **SVG specific properties** in the CSS otherwise it won't work. For example, to change the background color you use `fill: #000;` instead of `background: #000;`.","2017-10-25 03:29:21","","321555"
"32206245","21233188","1","why not just `case some_string, when /\d/, (stuff), when /[a-zA-Z]/, (stuff), end` (where `,` means newline)","2014-01-26 03:21:15","","1223693"
"32206272","21233188","1","oh, and the first part is already covered in [this answer](http://stackoverflow.com/a/20441220/1223693), and many answers already mention regex. Frankly, this answer adds nothing new, and I'm downvoting and voting to delete it.","2014-01-26 03:22:55","","1223693"
"32231928","21233188","0","@DoorknobofSnow This is to show that you can use Regex solution and comma seperated values in switch case. Not sure why the solution is giving you so much ache.","2014-01-27 05:19:43","","934243"
"1648530","1764508","0","That's what we do.  It works fine.","2009-11-19 16:18:44","","1734"
"1648540","1764508","0","No Primary Key?  Why?  I though best practice was to always have PK?","2009-11-19 16:19:55","","88069"
"1648549","1764512","0","Same here.  I prefer plural names for tables (since the users table will typically hold a set of users, not a single user).  But when you then link a user to the roles they are in, UserRoles makes sense.","2009-11-19 16:20:43","","61305"
"1648561","1764508","0","@Sonny: Because you're usually never interested in a single row of a join table. It only unnecessarily costs one extra index.","2009-11-19 16:21:38","","157882"
"1648587","1764538","1","+1 nice one, although there's usually a limit on table name length =)","2009-11-19 16:24:33","","157882"
"1648590","1764508","17","`(User, Role)` make a nice composite `PK` for this table. There is no need in creating a surrogate.","2009-11-19 16:24:43","","55159"
"1648591","1764508","0","@Balus Even if it's a high-traffic table where the links are changing thousands of times a day?  In our app we have many of our links as objects that hold the PK so they can be deleted (or in some rare cases updated).  I'm not disagreeing with you, it's just that we never thought of NOT having a PK.  :P","2009-11-19 16:24:44","","88069"
"1648599","1764512","0","Another good argument might be that many to many might need the Links in the name such that we refer to UserRoleLinks. Might work, but it is up to you X-)","2009-11-19 16:25:28","","144424"
"1648618","1764508","3","`@BalusC`: a join table does need a `PK`, but not a *surrogate* `PK`. What it needs is a composite `PK` made out of the `FKs` it links.","2009-11-19 16:26:56","","55159"
"1648622","1764508","1","@Sonny If you want a primary key, you could simply make a multi-column primary key that spans UserId and RoleId (assuming that one user can't be added to the same role twice :)","2009-11-19 16:27:02","","98877"
"1648625","1764508","0","We're talking about a PK in a **JOIN TABLE**. A join table doesn't need a PK. It doesn't represent a real world entity. It just links entities together. You already have keys in flavor of the UserId and RoleId.","2009-11-19 16:27:18","","157882"
"1648637","1764508","0","@Quassnoi and Scott: exactly that is what I was trying to tell.","2009-11-19 16:28:15","","157882"
"1648812","1764538","0","Yeah yeah yeah... In my case, I actually don't need it and will be using a composite primary key.","2009-11-19 16:48:10","","68499"
"1648867","1764538","0","`@Josh Close`: Just name your table `UserRole` then :)","2009-11-19 16:56:23","","55159"
"1648871","1764508","0","@BalusC: I would call the relation table 'UserRole' without s given that you suggest the original table names in singular form - for consistency.","2009-11-19 16:56:51","","99594"
"1648894","1764501","2","Also remove the 'Id' column unless really required for some reason; Assuming that the lookups are more often done from User side, create a CLUSTERED PK on (UserId, RoleId) and another index on (RoleId, UserId) or just RoleId but including UserId.","2009-11-19 16:59:22","","99594"
"1648972","1764508","0","@van: Depends. In our case the `s` at end of table name indicates a join table.","2009-11-19 17:08:59","","157882"
"1649165","1765003","0","This is how my ORM works (and many others): collections returned are pluralized names of the entity.","2009-11-19 17:34:30","","39430"
"32240501","1335881","0","so can i use ""use strict""; at the top of the js file without the (function()... right? FYI i am new to js","2014-01-27 10:30:25","","805373"
"1669601","1552353","120","This works for git show as well. `git show --name-only SHA1`.","2009-11-23 13:11:44","","26051"
"80874514","2003515","0","@Alex78191 Because you may not want to push your branch to all your  remotes. However I use this alias when I want to push all my branch to all my remotes. https://stackoverflow.com/a/18674313/1308453","2017-10-26 20:38:01","","1308453"
"64142262","11647685","0","Should use `search_photos_path` instead of `search_photos_url` so people won't think `_path` and `_url` are a difference between the two.","2016-07-14 03:51:16","","293280"
"16827627","7823145","3","@Jon, you can actually see the edit history if you click the date-time after the post's ""edited"" note.","2012-09-19 22:15:19","","1431728"
"80888042","2878408","0","First two links seem to be oudated.","2017-10-27 08:12:26","","2092587"
"16829663","7823145","1","@JohnK I know. By ""changed his design"" I meant the final code the op used on the site — not a change to the question asked here.","2012-09-20 01:17:50","","2291"
"64156941","20824579","1","Never use parentheses for unary operators such as delete, typeof and void or after keywords such as return, throw as well as others (case, in or new). https://google.github.io/styleguide/javascriptguide.xml","2016-07-14 11:42:54","","1425639"
"64157969","11647685","1","@JoshPinter done! Thanks!!","2016-07-14 12:08:43","","398863"
"80896185","2878408","1","@Trinimon Fixed","2017-10-27 11:53:11","","277304"
"64184216","11763434","1","What is `background-repeat: no-repeat;` for? If the image covers it's container, it won't repeat itself anyway.","2016-07-15 03:23:17","","553921"
"80909107","30114712","1","Also, HTML minifiers strip unnecessary quotes too.","2017-10-27 17:52:25","","600977"
"80914438","11496488","1","This answer is misleading. The value of *this* is set by how a function is called, so without showing the call, you can't state what the value of *this* is. The first function will always return false, since in non–strict mode, *this* must always reference an object. The second may return true or false, depending on how the function is called (and the value assigned to *this* by the call).","2017-10-27 21:15:18","","257182"
"64195452","36935586","6","Note that `Object#in?` was only added to Rails (i.e. `ActiveSupport`) v3.1+. It is not available in core Ruby.","2016-07-15 10:10:32","","1954610"
"64206739","24620053","0","Code like this should usually be done using a `Hash`, rather than a `case` statement.","2016-07-15 14:55:20","","1954610"
"32352290","18165553","8","@sroes it should not be because the loop starts at `i = arr.length -1` or `i--` making it same as the max index. `arr.length` is just an initial value for `i`. `i--` will always be **truthy** (and reducing by 1 at each loop op) until it equals `0` (a falsy value) and the loop will then stop.","2014-01-29 20:06:34","","645458"
"32373894","5340773","2","If im right, rebase on the pull request it will show all the master commits. if you use merge/origin master all master commits will be shown as 1 commit, which it makes it easier for code review.","2014-01-30 10:19:56","","1624763"
"64326432","35324551","2","I suggest running `git branch -d` (with lowercase 'd') first to ensure changes have been merged, and then push if successful (put `&&` in between commands)","2016-07-19 14:17:45","","1679904"
"32531786","1764937","1","I like this and going to use this. Instead of Roles, we have two table named `user` and `user_group`, and calling the link table `user_user_group` kinds of get confusing. `user_x_user_group` looks good!","2014-02-04 03:09:50","","412954"
"48245756","23090449","0","Any way to do this while also having the content divs expand to fill their contents? [Forked your example here](http://fiddle.jshell.net/Lhhh3wde/).","2015-05-06 00:33:31","","990590"
"48254166","23090449","0","@iameli , use min-height for chrome instead height http://fiddle.jshell.net/Lhhh3wde/1/","2015-05-06 07:20:50","","2442099"
"32572382","13322172","0","you can use additional wrapper inside element with `left: 50%` (`.parent`) and set `left: -50%` for its child (`.child`) and child will be in center. tip: use `pointer-events: none` for `.parent` ;)","2014-02-04 23:01:59","","766307"
"48318597","21233188","0","I like the humor of this, and the fact that it demonstrates that you can match strings to a case.","2015-05-07 14:14:22","","998495"
"48343614","26039014","3","@Gokul: According to [this post](http://stackoverflow.com/a/14368373/134536), you can use `git diff-files -z --diff-filter=M --name-only | xargs -0 git add` to add only the modified files, but not the new files or the deletions.","2015-05-08 05:41:32","","134536"
"64615244","38235136","0","I did this, but it did not redo the ""scaffolding"" and add the new column.  How can I do that ""automagically""?","2016-07-27 13:34:06","","2130145"
"32698913","17028531","3","AFAIK, `Set` uses hashes to index its members, so actually `Set#include?` _should_ be of complexity O(1) for a well-distributed `Set` (more specifically O(input-size) for the hashing, and O(log(n/bucket-number)) for the searching)","2014-02-07 20:40:55","","1120015"
"64690320","29535421","0","This is how I like to do it. Using an arrow function it can be a one-liner. I'm curious about performance. Also worth nothing that this *replaces* the array. Any code with a reference to the *old array* will not notice the change.","2016-07-29 08:50:36","","99777"
"81422908","45431612","1","@JamesMoore You hit the spot! This in the one I needed, I want preview when I click a file but real open from Ctrl + P- Just like in Sublime text","2017-11-11 09:23:10","","1016439"
"48491528","948142","0","This is the answer I used, because I am defining a variable based on the results of a case switch. Rather than saying `type = #{score}` each line, I can simply copy what you did. Much more elegant I also like the one-liners much better (if possible)","2015-05-12 14:06:10","","3373470"
"17348045","1552353","6","@AugustLilleaas actually using show will only show the 2 specific commits, if you have commits between those 2 they will be left out","2012-10-10 17:03:23","","312072"
"81468226","17792447","1","Same problem occured to me as to @rmcsharry. My rails version is 4.2.2 and i used change method. when i tried to rollback, error occured that remove_column is only reversible if given a type.","2017-11-13 07:12:58","","6761781"
"17374047","12696358","0","This doesn't work as I expected - it was supposed to only set the default on new, but it also sets the default to the attribute for each object that is found and instantiated (i.e. records loaded from the db). You can do a check an object attribute looking for values before assigning the default, but that is not a very elegant or robust solution.","2012-10-11 13:35:33","","1571834"
"81531081","4981869","0","That's not true for french keyboards.","2017-11-14 16:08:18","","8016060"
"48567998","1335875","1","then what would happen to the hoisting concept of javascript ?","2015-05-14 08:33:16","","2560851"
"32910868","4981869","2","well, at least on the Galactic Common layout. (hush-hush)","2014-02-13 14:51:36","","611007"
"48600000","1021299","1","@Laser The methods for String in particular are the ones defined in the String class itself. The methods available on a String include the ones defined in its superclass(es).","2015-05-15 00:47:51","","1863564"
"32928837","17028531","10","The cost of creating and maintaining the trie is just as much. If you are doing many search operations on the array, then the memory and time cost of populating a trie and maintaining it is worth it, but for single, or even hundreds or thousands of checks, O(n) is perfectly suitable. Another option that doesn't require adding dependencies would be to sort the array or maintain it in sorted order, in which case a binary search O(lg n) operation can be used to check inclusion.","2014-02-13 22:48:19","","1015292"
"32932043","17028531","1","@speakingcode, you may be right from the pragmatic point of view. But the OP asks to ""check if the value exists, nothing more, without looping"". When I wrote this answer, there were many pragmatic solutions here, but none that would actually meet the asker's literal requirement. Your observation that BSTs are related to tries is correct, but for strings, trie is the right tool for the job, [even Wikipedia knows that much](https://en.wikipedia.org/wiki/Trie#Algorithms). Complexity of constructing and maintaing a well-implemented trie is surprisinly favorable.","2014-02-14 01:05:45","","1153747"
"32948378","9529444","0","Great, I accept it, thanks :D","2014-02-14 11:49:13","","1401341"
